id,label,review
374,problème technique,"(traduit par google) pire réseau que j'ai jamais vu dans toute ma vie, je ne peux même pas comparer cette société avec une société américaine comme at & t parce que chaque fois que je joue à un jeu, j'ai toujours 900ms de ping même pour youtube littéralement inatteignable. g4rfx signé  (original) worst network i've ever seen in my whole entire life, i can't even compare this company with an american company like at&t because every single time i play a game it always turns out i have 900ms of ping same for youtube literally unwatchable.                              signed g4rfx"
2232,problème technique,j'ai acheté un téléphone et j'ai demandé à la personne de le transférer les photos mais cette manipulation n'a pas été faite correctement suis très en colère car je tenais beaucoup à ses photos et je ne pourrait plus jamais avoir de photo de cette personne car décédé je ne vous remercie pas cette personne avait 30 ans
1686,problème technique,quand vous rentrer dans la boutique en expliquant que vous avez pas de prise téléphonique mais que vous pensez avoir la fibre et que vous voulez l'offre avec forfait portable au lieu de vous dire que votre bâtiment n'est pas éligible à la fibre il vous font le dossier et quand vous rentrez chez vous vous apercevez que c'est une box classique malheureusement vous avez signez et êtes obligé d'attendre 1an pour résilier !!!! donc reflechissez bien avant d'aller la et quitte à faire répéter et ouvrir la boite pour bien vérifier.
1860,problème technique,très bien reçu bonnes explications
2194,problème technique,"au 3900 on me demande de me rendre dans une boutique orange pour un adaptateur pour installer mon tel fixe, mais rien à faire, ils on tout fait pour le faire attendre et rien résoudre. c’est lamentable, je suis allé la car à proximité du travaille, il va falloir chercher une autre boutique ou compagnie de téléphone."
715,problème technique,"j'y suis passé ce matin pour un remplacement de carte sim, j'ai été tout de suite aiguillé vers une personne très aimable qui n'a, malheureusement, pas pu résoudre mon souci suite à une portabilité incomplète de mon précédent opérateur mais ce fait n'est pas de leur responsabilité."
2277,problème technique,accueil décevant mais prise en charge technique parfaite.
13,problème technique,"passage à la boutique orange des champs elysées, seule boutique apparemment ayant un service de dépannage de smartphones. prise en charge par un technicien souriant et aimable après 5 mn d'attente, les réparations ont été effectuées après que les explications (claires et précises) m'ont été fournies. un seul regret : d'apprendre que si une réinitialisation de mon téléphone avait dû être faite, la sauvegarde de toutes mes données m'auraient coûté 9,00 € ttc. ce qui me choque ce n'est pas tant le faible montant de cette opération, mais le fait que la fidélité du client (près de 10 ans chez orange) ne compte pas... j'ai connu orange beaucoup plus attentif à sa clientèle que maintenant. restons positif pour cette opération. 20 mn plus tard, tout était réglé."
1216,problème technique,"a éviter à tout prix ! alors que nous avions rendez vous pour échanger un décodeur tv (après contact avec la hotline orange qui avait prévenu la boutique), on nous a tout simplement dit qu'ils n'en avaient pas de nouveau à nous donner, sans avoir plus d'explication, on nous a parlé de manière vulgaire et agressive avant de complètement nous ignorer !! je n'ai jamais vu un tel manque de respect de la part du personnel, tout le monde dans la boutique était choqué. nous avons donc été obligés de trouver une autre solution par nos propres moyens. conclusion : aucune aide, incompétence et irrespect total. bon courage si vous allez dans cette boutique !"
399,problème technique,"après mon passage dans 4 autres boutiques pour une airbox de prêt je tente ce dernier coups. heureusement il en restait une.  mais problème, impossible d'accéder à mon dossier.  au final c'est avec le responsable du lieu (après avoir remonté tous les échelons), rapidement disponible et pro, qu'une solution expresse, pragmatique et de bon sens à été trouvé.   outre se bémol indépendant de leur volonté mais bien géré. j'ai trouvé l'attente anormalement longue compte tenu que la boutique était plutôt vide et que des agents ne semblait pas tous actif surement l'heure d'une relève peut-être? on était 5 clients. pas tous au même pôle. sachant que dès mon arrivé j'étais ""le suivant"" ce qui fut le cas passé 15-20min.  je ne sais pas ce que cela donne par forte affluence."
687,problème technique,no pueden solucionar ningún problema con sim cards que pertenecen a ellos. malísima la atención!
2255,problème technique,"deplorable , service nul , accueil d un autre temps n ecoute pas son client ne comprends rien. de plus service commercial nul se trompe constement , m ont echange une mauvaise box  ce qui a pour consequence de bloquer 30 personnes au travail !!! je n ai jamais vu ca le directeur merite d etre limogé. c est pas avec ce genre de service que la france va s en sortir on est reellement sur la mauvaise pente."
2211,problème technique,"est en rénovation. (vaugirard ).sinon, pour la fibre,chapeaux. depuis le 22mars, j'attends toujours la réparation. et toujours rien."
543,problème technique,"samedi 02 septembre, j'achète un s7 edge à belle épine.de retour chez moi à paris,je me rends compte que la carte sim est défectueuse. je décide donc d'aller à orange alesia pour me la faire remplacer... ce n'est pas de notre ressort, il faut retourner à belle épine..ce qui revient à dire: nous n'avons pas vendu cet appareil, débrouillez vous...je n'ose pas imaginer si j'avais effectué mon achat en province... tout cela pour dire qu'il ne faut surtout pas aller dans cette boutique...."
1621,problème technique,"déçue pour les explications du vendeur et ma box ne fonctionnait pas, j'ai dû la changer 4 fois, zéro!!!!"
661,problème technique,selon la personne qui vous reçoit votre problème sera resolu ou vous etes renvoye chez vous et vers le service commercial super surtout lorsque cela est un problème recurant
1397,problème technique,je suis passée à ce jour pour que le vendeur installe la puce dans le nouveau téléphone de mon fils car je n'y arrivait pas!celui ci me l'a installé rapidement et à fini par me dire que ça ne fonctionnait pas que téléphone n'était certainement pas débloqué !  finalement j'ai réessayé le soir à la maison et cela fonctionne très bien! j'ai perdu du temps alors que cette personne est sensé être professionnel en la matière! je pense que cette personne devrait envisager une reconversion!!!
1629,problème technique,"fuyez cette boutique. j'ai voulu me faire rembourser des 50€ de frais d'activation tv dont le montant était certes écrit sur le contrat mais qui ne m'avait jamais été communiqué en direct au moment de la signature du contrat. asymétrie d'information. je me retrouve donc à payer 76€ moi qui pensais en payer 25€. je suis forcément bien naïf, c'était écrit en minuscule sur le contrat. bravo au vendeur qui m'a bien lésé lors de la création de mon contrat ! elles sont belles les valeurs d'orange. au passage, gestion désastreuse du litige par le directeur adjoint de l'agence, qui a préféré hausser le ton avec moi en se défaussant de ses responsabilités et en monopolisant la parole. evidemment, il ne peut rien faire pour moi et me renvoie à ma parole contre celle du vendeur. expérience client désastreuse. je ne mettrai plus les pieds chez orange."
1866,problème technique,bonjour obligé de passer 3 fois dans la même boutique. 1ère fois hôtesse orange n'écoute mm pas le problème et m'envoie chercher le câble d'alimentation alors que pas demandé lors de mon appel. 2ème fois j'y retourne avec le câble mais le vendeur me sort le sien et le vendeur m'échange ma box mais oublie de me rendre ma carte pour la faire fonctionner.  devoir y retourner 3 fois avec une température de 30degres dehors. 5km aller et 5km retour.  c cher payé l'abonnement
815,problème technique,"incompétent, la boutique orange au 1er étg italie 2. je ne pouvais pas appeler ni envoyer des msg avec mon portable et il a dit que c'est un problème de réseaux chez orange, il faut attendre que ça se répare et il m'a renvoyé à bastille et en bas au sous -sol et la boutique orange en bas dit que ce n'est pas pour des pros, il faut aller à bastille pour acheter une nouvelle carte sim car ce n'est pas un problème de réseaux. je suis allée à la boutique orange à bastille et c'est fermé pour travaux."
1597,problème technique,"mes parents de plus de 80 ans qui ont des problèmes de mobilité et des difficultés avec internet, ont réussi à se faire fourguer dans cette boutique un abonnement pro avec 3 mobiles pouvant appeler partout depuis l'étranger avec 10 g0 d'internet alors qu'ils ne savent même pas comment ouvrir un sms ! quand ils sont revenus rapporter deux mobiles et faire fermer les lignes, non seulement les lignes n'ont pas été supprimées, mais l'agent d'orange a encore augmenté leur forfait mensuel en intégrant leur dernier mobile (qui ne peut se connecter à internet car il a au moins 10 ans) dans leur pack open (près de 370 euros mensuel !!!).  impossible de résilier par téléphone ou par courrier. il faut se rendre à la boutique. j'appelle cela de l'abus de confiance et je compte bien porter plainte contre cette boutique orange que je déconseille vivement !  en dépit de la réponse standard donné ci-dessous,  je le maintiens. c'est après avoir pris contact avec le service orange par téléphone que je l'ai déposé. c'est eux qui m'ont appris que les conseillers de la boutique orange rue du poteau, non seulement n'avaient pas résilié deux des abonnements, mais intégré le 3e dans le pack pro en le rendant ainsi beaucoup plus cher (dixit : pour faire du chiffre et avoir beaucoup de points). mes parents disposaient d'un texte pour expliquer qu'il fallait résilier ces abonnements coûteux.   la personne que j'ai eu au téléphone au service commercial d'orange pro, réprouvait ces pratiques commerciales en agence, mais m'a dit ne pouvoir rien faire, que tout devait être régler en boutique. ce que je vais devoir faire !"
2407,problème technique,acheter c'est facile...avoir une assistance technique est quasiment impossible.
2269,problème technique,"excellent service aujourd'hui, je recommande vivement cette boutique orange. le personnel était très sympathique et l'agent qui m'a aidé dans le processus était très bon et compétent. je recommande vivement ce magasin. christopher robert noland"
250,problème technique,je n'ai pas la solution à mon problème !
1333,problème technique,"conseillère à l'ouest qui parle trop fort, totalement perdue sur son ordinateur, c'est moi qui devais lui dire quoi faire... tout ça pour me retrouver avec quelque chose que j'aurais pu faire moi-même en 1 minute sur le site."
818,problème technique,insatisfaisante du traitement de mon dossier basculer mobicarte à abonnement m6 forfait 2h bloqué le 18 mai
1809,problème technique,ils n'ont pas voulut convertir une micro sim en nano sim
1244,relation commercial,personnels à l écoute et très sympathique
296,relation commercial,service au top
2433,relation commercial,"pongo una estrella porque no se puede poner menos. el personal no tiene ni idea de lo que tienen en la tienda, te dicen que solo hay un tamaño y había dos, hasta se quedó cortado al darse cuenta. no tienen formación ninguna. hay 3 personas en la puerta que no se enteran de nada e ignoran las preguntas. llevamos 15 minutos esperando a por la persona que nos iba a resolver la duda y no volvió."
1342,relation commercial,très mécontent du service
2111,relation commercial,mal reçu et il faut payer 9 euros supplémentaire pour acheter un smartphone seul
517,relation commercial,personnel très aimable pour faire signer des contrats (sur lesquels ils sont individuellement commissionnés) mais très réfractaire lorsque l on a des soucis avec son téléphone. de plus lorsque l on cherche à changer pour un autre opérateur ils cherchent à embrouiller dans les démarches a effectuer afin d essayer d obliger a rester client chez eux.
1055,relation commercial,très bon service très pro. un grand merci à kelly qui fût d'une grande patience et de bon conseil.
2502,relation commercial,accueil bien pensé qualité d'écoute propositions adaptee
1496,relation commercial,"(traduit par google) j'étais en tournée en europe pour quelques semaines et ma première nuit était près du magasin orange. nous sommes allés là-bas, ils m'ont aidé à obtenir une carte sim en anglais pour environ 50 $ qui m'a couvert dans les 6 pays que j'ai traversé. in and out rapidement! super pour avoir un service cellulaire avec internet pour nous aider à naviguer notre voyage en europe!  (original) i was touring europe for a couple weeks and my first night was near the orange store. walked down there, they helped me get a sim card in english for about $50 that covered me in all 6 countries i travelled through. in and out quickly! great to have cell service with internet to help us navigate our europe road trip!"
1546,relation commercial,"un grand merci à julien qui a été professionnel, efficace et précis lors de ma souscription à une box. je m'étais trompé dans mon adresse et en revenant il m'a refait mon contrat sans aucun problème. j'espère qu'il grimpera vite les échelons pour former de futurs conseillers de vente aussi agréables et performants que lui. je suis satisfait."
845,relation commercial,"hallucinant un opérateur de téléphone qui n'a pas de numéro de téléphone ! pauvre monde le fric d'abord, le service ensuite"
1196,relation commercial,"bonjour à toutes et à tous ,  fuyez cette boutique comme la peste! personnel incompétent et se permet d’être négligeable avec sa clientèle.  3 allez retours en boutique suite au professionnalisme de ces incompétents."
2328,relation commercial,service de qualité et interlocuteurs compétant.
2561,relation commercial,"si je pouvais mettre 0 étoile je le ferais, 25 ans que ma mère est chez orange, payant 110euros par mois, et orange n'est pas capable de vendre un téléphone avec une procuration et une copie de la pièce d'identité. scandaleux."
2282,relation commercial,"(traduit par google) problème matériel avec mon iphone, j'ai acheté dans la boutique orange. les orange ont juste essayé de trouver tous les moyens pour pouvoir nier leur responsabilité. ils m'ont encouragé à appeler le 3900, bien que ce service ne soit utile que si vous êtes un client orange, ce que je ne suis plus.  problème non résolu merci pour rien personnel inutile.  ps: je dois dire que c’est la troisième fois que j’ai un problème avec eux, j’ai décidé de laisser un commentaire cette fois.  (original) material issue with my iphone, i bought in orange boutique. orange people just tried to find every way so they can deny it’s their responsibility. they encouraged me to call 3900 though this service is only useful if you are an orange client, which i am not anymore.   problem not solved. thanks for nothing useless staff.   ps: i must say that it’s the third time i have issue with them, i decided to leave a review this time."
2516,relation commercial,"en boutique et au 3900, j'ai été très bien conseillée et guidée, les conseillers en boutique et techniciens téléphoniques sont serviables et très compétents. un grand bravo pour vos prestations !!"
2197,relation commercial,the boutique orange. la seule boutique sur 4 arrondissements qui avait en stock l'ipphone truc machin que voulait ma fille
1088,relation commercial,service rapide et bon
2152,relation commercial,personnel non professionnel. je venais pour prendre un abonnement téléphonique et changer de téléphone. une femme de l'accueil prend mes coordonnées et m'indique que je vais être appelé sur mon portable en anonyme par un vendeur dans les prochaines minutes. je n'ai jamais été appelé. j'attends encore à ce jour leur appel téléphonique. le magasin était pourtant peu rempli. qui est donc le directeur de cet établissement? peut-être était-ce cette jeune femme en uniforme orange qui a poussé la sono à fond et s'est mise à danser au milieu de la boutique sur une musique disco (anecdote véridique...) alors que j'attendais désespérément que l'on s'occupe de moi...
2086,relation commercial,présent pour aider. mais n'as que rarement les infos. obliger tjr d'attendre 15min pour que le vendeur se renseigne et te donne des infos approximatives
2595,relation commercial,boutique conseillé par des gens qui ne voient les changements de contrat au plus cher sans conseillé bien sur.
945,relation commercial,excellents vendeurs aimables et de bons conseils !
1400,relation commercial,"techniques de vente très agressives, vendeurs pas à l'écoute (sauf une vendeuse), et plus intéressés par ce qui se passe autour du tabouret sur lequel ils sont perchés que par prendre en compte les besoins du client! vous allez répondre  que vous êtes  désolés, mais je le suis encore plus que vous..."
1964,relation commercial,pas beaucoup d'aide....sont là pour vendre point final. décevant
1191,relation commercial,"service bon là-bas, employé sympathique bien conseillé"
2506,relation commercial,"les vendeurs sont à l'écoute, bonne boutique orange"
1773,relation commercial,personnel qui vous rajoute des assurances sans demander votre avis se méfier. pas contente du tout
884,relation commercial,(traduit par google) nous avons obtenu un excellent service! (original) we got excellent service!
804,relation commercial,"le niveau zéro de la qualité d'accueil. défaut d'information, désinvolture, méconnaissance des produits et services. finalement ont a été obligé d'aller s'abonner ailleurs /("
1300,relation commercial,"n'ayant plus de connection orange chez moi depuis plusieurs jours suite à un problème technique venant d'orange, il m'a été proposé une cle 4g le temps du dépannage à retirer dans toute boutique orange. arrivé à 19h34 alors que la boutique orange les halles ferme à 20h00, on a refusé de me servir car la caisse était déjà fermée. merci de bien vouloir signaler sur votre site que vous ne prenez plus de clients 30 minutes avant la fermeture"
1838,relation commercial,vraiment pas très tolérant ne fais aucun effort pour nous expliquer déçu
1124,relation commercial,accueil téléphonique désagréable. ne rappelle pas les clients.
1622,relation commercial,"""vendeur fort """"sympathique"""" qui vous explique que le téléphone que vous souhaitez (s8 samsung en promo) est plus ou moins disponible selon que vous prenez des accessoires ou pas?!! compte tenu du prix desdits accessoires (jusqu'à 30% du prix du tel) j'indique que seul le téléphone m'intéresse et oh miracle le vendeur me signifie qu'il n'y en a plus... """"il en reste un seul pour lui, me dit il en me montrant un boite neuve, qu'il n'a d'ailleurs pas le droit de se vendre""""!! comprenne qui pourra mais bonjour le service orange pour ses fidèles clients. de quoi méditer sur les changements d'opérateur. a bon entendeur...."""
550,relation commercial,très bon conseil
1204,relation commercial,le mauvais service client
1477,relation commercial,"(traduit par google) si votre touriste n'utilise pas orange. ne vous méprenez pas, le magasin est agréable à l'intérieur, mais le service client suce. nous sommes entrés demander de l'aide et ont été ignorés par 3 personnes. puis quelqu'un nous a parlé, nous avons demandé les cartes sim de voyage, ils ont dit ok et sont repartis et ont fourni un service à la personne derrière nous. quand nous avons finalement eu les cartes sim, seulement un fonctionne. et cela fonctionne sporadiquement. nous avons apporté ceci aux personnes de service à la clientèle et leur réponse était trop mauvais aucun remboursement  (original) if your a tourist do not use orange. don't get me wrong the store is nice inside but the customer service sucks. we walked in ask for some help and were ignored by 3 people. then someone talked to us we asked for the travel sim cards they said ok and walked away and provided service to the person behind us. when we finally got the sim cards only one works. and it works sporadically. we brought this to the customer service people and their answer was too bad no refunds"
685,relation commercial,"impossible d'avoir un conseiller par téléphone (un comble!!!), leur numéro est introuvable où que ce soit!?! je mettrais 0 étoile si c'était possible!"
2099,relation commercial,service client nul.fait perdre du temps à ses clients.
1941,relation commercial,mr guibert quel excellent conseiller agréable  professionnel compétent excellent à tout point de vu.
500,relation commercial,"excellente responsable à l'écoute, efficace et compétente.qui plus est,entouré de collaborateurs efficaces.on aimerait pouvoir en dire autant  des conseillers eu téléphone dont les qualités ne sont guère mis au service du client.(écoute nulle-incompétence-incapables de répondre aux question soulevées.semblent réciter un bréviaire!)"
1095,relation commercial,très contente des conseils apportés. très proche du client
1488,relation commercial,"pratiques commerciales honteuses, les vendeurs tentent par tout les moyens de refourguer leurs vieux modèles... a fuire pas de droit à la résiliation"
243,relation commercial,(traduit par google) personnel très serviable qui sait de quoi ils parlent. bons produits et service. (original) very helpful staff who know what they are talking about. good products and service.
2637,relation commercial,"the worst customer experience in my life! never go there if you are not french or you don't speak fluent french. the service did not work but the sales forced me to pay otherwise he's gonna call the police. never had this experience in another country around the world. i guess it only happens in france. après la fin de mon contrat chez sosh, je suis automatiquement passée sur un forfait mobicarte. j'ai acheté une recharge internet qui n'a jamais fonctionné malgré une configuration correcte de mon mobile. je suis donc allée en magasin pour résoudre ce problème. le vendeur a changé ma carte sim et crédité mon compte de sans mon consentement. après avoir constaté que le problème subsistait toujours, il a eu l'audace de me demander énervé et d'un ton insultant de payer cette recharge, m'accusant de vol si jamais je ne payais pas."
1102,relation commercial,"séverine m'a aidée pendant plus d'une heure à résoudre mes problèmes de téléphone : équipe disponible, à l'écoute, patiente. je recommande à 100% !"
394,relation commercial,"première visite à orange opéra le 12/02 pour une offre saint valentin samsung s7 ... plus en stock... pas de livraison (la neige!)... on ne sait pas quand on sera livré... allez à orange champs elysées.... - non on ne peut pas téléphoner pour savoir si ils l'ont en stock ... visite à champs elysées  - non , plus en stock, même raison, on ne sait pas quand on le recevra.... - mais la promotion se termine le 14... - non elle est prolongée jusqu'au 24 .. ./ visite le 19 orange opéra ... - la promotion est terminée ! - ce n'est pas l'information que nous avons eue... et là mise en doute de notre parole ! - si l'on nous avait dit que la promotion n'était pas prolongée , nous aurions commandé sur internet ! ! !"
1302,relation commercial,"accueil en agence horrible. aucune solution aux problèmes rencontré est proposé. les employés du magasin ne vous écoute pas et vous tourne le dos en pleine conversation, ils sont hautins et méprisant. service client plus que médiocre."
63,relation commercial,"""on ne peut rien faire pour vous"", c'est visiblement tout ce que ces gens savent dire."
2360,relation commercial,"très beau magasin, vendeurs au top! n’hésitez pas a y passer, vous pourrez y voir de nouvelles technologies!"
741,relation commercial,très déçu par orange pro
1485,relation commercial,"(traduit par google) excellent service client. seulement 1 forfait prépayé et nouveau sim de 40 € pour 2 semaines (2 heures de conversation, plus de 1000 sms et 10gb de données).  (original) great customer service. only 1 plan for prepaid and new sim €40 for 2 weeks (2 hours of talk time, over 1000 text messaging and 10gb of data)."
985,relation commercial,accueil désespérant aucune aide et information inexistantes  stock iphone apple max 64go est impossible de savoir les disponibilités dans les autres magasins.  conclusion déplacement pour rien  perte de 25€ de taxis. écœure à 100% de cette agence.
2013,relation commercial,responsable de l'agence à l'écoute du client.
165,relation commercial,service technique top et payant...service accueil magasin excellent....service conseil vente produits equipements (mobiles etc...) hors forfait c'est une catastrophe...  exemple: si vous quitté votre smartphone samsung j3 2016 pour un smartphone samsung j6+ ...penser à demander une nouvelle carte sim...et ainsi demander si votre code pin n' est pas changé non plus car vous pouvez avoir une mauvaise surprise chez vous!   la conseillère vente ....dans mon cas...elle  t'apporte ton smartphone sans aucun remerciement du l'achat...c'est normal car pour elle le client c'est juste 1 numéro avec un nom.  dommage... car orange depense une fortune dans des magnifiques pubilicités sans oublier la technologie investi.. pour avoir un personnel dans les magasins sans aucune qualité du service relation client🤔 remercier un client orange qui se deplace en magasin et qui achete surplace merité un service client plus professionnel non 🤨
1193,relation commercial,comme d'habitude très gentil très bon accueil les personnes sont de très bons conseil et ne sont pas dans l'excès de vendre pour vendre
1990,relation commercial,conseillé menteur et totalement incompétent
768,relation commercial,je met 1 étoile et même là c'est trop ! ils ne servent strictement à rien car le magasin est soit disant franchisé et se désolidarise de france telecom. alors vous faites tout le trajet pour venir ici car il n'y a presque plus de magasin orange en banlieue et on vous dit qu'il faut aller à la boutique opéra ou avenue de france !
152,relation commercial,(traduit par google) très serviable et un service rapide (original) very helpful and fast service
1340,relation commercial,vendeur très compétent et efficace
1576,relation commercial,les conseillers ne parlent avec aucun professionnalisme. ne répondent pas aux attentes et ne sont capable de rien selon eux. je recommande pas du tout cette boutique ! il vaut aller directement à opéra.
595,temps d'attente,nul trop long pour une carte sim pour ma maman heureusement que moi je suis  chez bouygues . :(
2127,temps d'attente,beaucoup d'attente
1831,temps d'attente,avant c était un accueil pas cool et employés peu sympas mais depuis peu personnel aimable et pro ouf! dommage toujours de l attente mal gérée dinon ok
1718,temps d'attente,temps d'attente extrêmement long !
1803,temps d'attente,"un vigile, 30 minutes d'attente 😒 je fuis....."
1547,temps d'attente,attention le temps d'attente est très long
1879,temps d'attente,temps d'attente imprévisible
1297,temps d'attente,"il y a de l'attente à certains moments de la journée car 2 conseillers pour la boutique. par contre, ils sont honnêtes et connaissent leurs produits et services."
275,temps d'attente,a éviter  !!!!  j'ai attendu 30 minutes pour savoir quelle est la procédure pour déposer mon téléphone tombé en panne auprés d'un sav orange !!! je n'ai toujours pas ma réponse à mon probléme de tph.  merci aux personnels  orange de la boutique des champs-élysées présent le 25 septembre 2018 aux alentours de 18 h 45 -19 h 30
2485,temps d'attente,a l'écoute mais attente d'un conseiller trop longue car durée d'attente non annoncée
2095,temps d'attente,trop d’attente
1729,temps d'attente,"c'est une bonne boutique accueillante , mais toujours trop de monde ! "
1830,temps d'attente,"scandaleux, 4 vendeurs pas un bonjour. 30mn que j'attend alors qu'un des vendeurs parle de la coupe du monde de foot, l'autre parle de sa belle mère avec 2 clientes depuis 15mn.  la dernière fois que j'étais venu ils refusaient l'entrée 30mn avant l'horaire de fermeture.  une affiche indique : ""toute agression physique ou verbale fera l'objet de poursuite...""  l'impression d'être dans un centre des impôts en quartier sensible.  ps: 45 mon plus tard enfin à moi mais les 2 vendeurs ont disparu... sans doute en pause ..."
771,temps d'attente,correct l'attente est trop longue!
1512,temps d'attente,personnel super compétent très peu d’attente j’ai rien à dire autre chose que allez y les yeux fermés
1114,temps d'attente,"une petite boutique, beaucoup de monde et pas beaucoup de personnel. à eviter"
1394,temps d'attente,attente trop longue
1993,temps d'attente,l'attente est souvent longue mais les vendeurs sont sympas
149,temps d'attente,(traduit par google) je me suis assis pendant plus d'une attente d'une heure. mon nom n'a pas été appelé pour le service  (original) i sat for over an hour waiting. my name was not called out for service
2583,temps d'attente,pas très marrant d'avoir une urgence téléphone et constater que la boutique ferme 40 min à l'avance! surtout que le dimanche tout est fermé évidemment.
2511,temps d'attente,plus d'une heure d'attente et plusieurs personnes passant outre la file d'attente... c'est exaspérant surtout quand une bonne partie du personnel fait plus de vent que de travail...
1930,temps d'attente,"client premium, attente conséquente"
1783,temps d'attente,attente interminable et personnel peu agréable. le vendeur était limite en train de me crier dessus !
1382,temps d'attente,(traduit par google) le service prend un peu de temps et personne ne peut vraiment répondre à une personne parlant anglais
1376,temps d'attente,compétents et efficaces mais il faut prendre rendez-vous sinon vous y passez un temps infini
2599,temps d'attente,très aimable et explications très claires nous y sommes  allés 2fois. la deuxième fois nous avons attendu 3/4d heure mais c était l'heure de midi.la première fois vers 10 ultra rapide
643,temps d'attente,attente 1h à 1h30  l enfer
1676,temps d'attente,"mais quelle expérience désastreuse ! je ne peux qu’aller dans le sens des commentaires précédents. quelle honte ! 45 mn d’attente pour acheter un chargeur ! aucun bonjour, des vendeurs désagréables, voir agressifs et ironiques, un service désorganisé, un manque de conseils, un mépris des clients clairement revendiqué...  une expérience désagréable pour la deuxième fois qui m’amène à m’interroger en tant que cliente orange sur mon souhait de rester cliente d’une telle enseigne !"
34,temps d'attente,"(traduit par google) j'attendais de suite une personne qui achète une carte sim, alors après 20 minutes, j'ai entendu dire qu'il n'y avait que 40 euros et pas 20 euros de service très médiocre (original) 심카드 살 사람 한줄로 대기하래서 20분 대기 후에 40유로 짜리밖에 없고 20유로는 없다고 들었네요 very poor service"
789,temps d'attente,je viens juste pour acheter un téléphone fixe qui a juste a être encaisser. ok me laisse attendre devant la caisse pendant 20 min alors que 3 conseillers brasse de l air pour rien et rigole entre eux. inacceptable surtout en période de noël!!!
1115,temps d'attente,attente toujours très longue
2388,temps d'attente,clairement pas assez de personnes pour traiter les demandes des clients. j'étais passez chez apple en face on m'a répondu et j'ai pu acheter mon produit sans attendre. chez orange il y avait 17 personnes devant moi.
344,temps d'attente,"attente très longue. une demi-heure d'attente, (pourtant, pas vraiment à une heure d'affluence), juste pour rendre du matériel (ce qui a pris 5 minutes)."
933,temps d'attente,très bonne expérience peu d attente personnel à l écoute
1235,temps d'attente,service tellement lent
14,temps d'attente,(traduit par google) le personnel amical mais longue attente  (original) friendly staff but long wait
747,temps d'attente,attente longue
2441,temps d'attente,venu pour l’achat un téléphone. attente d’une heure alors qu’il n’y a que 3 personnes... au final pour que le service me dise que le conseillé a oublié de m’appeler.
1966,temps d'attente,30 minutes d attente pour aucune réponse à notre problème et pour nous renvoyer à rappeler le service clientèle qui nous fait attendre 20 minutes pour nous raccrocher au nez
185,temps d'attente,"à  18h 30 pas de queue. ...accueil aimable,  personnel compétent ."
788,temps d'attente,service beaucoup trop lent et incompétents
1696,temps d'attente,"45 minutes d'attente pour un renseignement! pas pressé de servir les clients. accueil de m****, vendeur incompétent, au final jai trouvé la solution a mon problème sur internet via un forum orange !! (comment configurer mon hotspot wifi)"
987,temps d'attente,.trop d'attente.insupportable trop de stress
1551,temps d'attente,beaucoup beaucoup de monde et donc d'attente. vendeurs sympathiques et compétents dans l'ensemble car certains sont plutôt mal aimables
1415,temps d'attente,"un peu moins 1h d'attente, qui ont succédé à 2h45 à bien expliquer au commercial mes besoins et ce que je cherchais. j'avais apporté tous les documents nécessaires à mon adhésion chez orange. le commercial s'est trompé de numéro pour ma portabilité. il m'avait annoncé et promis une réduction promotionnelle sur mes abonnements téléphonique, internet et télévision. résultat aucune réduction, j'ai dû tout payer plein pot. le service commercial qui m'a rappelé 2 mois plus tard, m'a indiquer que finalement je ne correspondait à aucune des cases de validation des promotions indiqué en boutique. par exemple, la promotion sur internet ne valait que pour la fibre. or il n'y avait pas de fibre à l'époque dans mon immeuble ce que j'avais pris les 2h45 pour bien expliquer au commercial en boutique. le réseau orange fonctionne bien, contrairement à mon ancien prestataire f***. par contre mentir ouvertement au client pour les forcer à prendre telle ou telle offre, c'est juste limite !!!"
1600,temps d'attente,"un peu d'attente mais rien d'insupportable. l'employé qui s'est occupé de moi a été gentil et efficace. pas vraiment grand chose à dire, donc."
12,temps d'attente,(traduit par google) attendu dans une file d'attente de 30 minutes que les employés me disent qu'ils ne vendent qu'un seul forfait mobile trop cher de 20 go de données pour 50 euros. ils n'offrent rien d'autre. un petit. (original) waited in a 30 minute line for the employees to tell me that they only sell one overpriced mobile plan of 20gb of data for 50 euro. they do not offer anything else. a petty.
1727,temps d'attente,parfois trop de fille d'attente mais bon service.
2529,temps d'attente,service trop long.
2121,temps d'attente,(traduit par google) l'accueil est trop sophistiqué pour aboutir à une longue file d'attente pour un service de base  (original) welcoming is too much sophisticated to end up with a long queue for a basic service
233,temps d'attente,"la jeune femme était très professionnelle, compétente et agréable.  par contre 30' d'attente, que 2 techniciens en plein vendredi apm.  cordialement"
2630,temps d'attente,attente beaucoup trop  longue
2406,temps d'attente,"boutique tres elegante, personnel agréable mais attente très longue : 45 minutes pour récupérer un téléphone déjà payé."
989,temps d'attente,pas trop d'attente
229,temps d'attente,competence mais trop d'attente
796,temps d'attente,"au vue de l'affluence permanente, il serait bon d'envisager plus de personnel parce que lorsqu'on vient changer un équipement qui ne fonctionne plus, on n'aime pas entendre ""je peux pas m'occuper de vous aujourd'hui, il y a trop de monde"". surtout quand il n'y a que 5 personnes à 19h."
1487,temps d'attente,attente de 20mn pour s entendre direqu il faut se faire enregistrer le tout pour un article en rupture de stock
