,0,1,2
140,1373,accueil-politesse,"le 25 avril, vers 11h30,neuf employã©s dont deux agents de sã©curitã© et un caissier, pour deux clients. les â«â techniciensâ â» occupã©s ã  bailler ou sâamuser dans un magasin presque vide. accueil hautain et 20â dâattente. jâai fini par partir."
141,385,emotion-ressenti,"arrivã© dã¨s l'ouverture, accueil et service efficace avec sourire. un vrai petit bonheur."
142,1196,relation-commerciale,"bonjour ã  toutes et ã  tous ,  fuyez cette boutique comme la peste! personnel incompã©tent et se permet dâãªtre nã©gligeable avec sa clientã¨le.  3 allez retours en boutique suite au professionnalisme de ces incompã©tents."
143,1835,accueil-politesse,bon accueil et bon service!
144,1384,emotion-ressenti,"service client parfait. personnel trã¨s ã  l'ã©coute de mes besoin et trã¨s serviable. peu d'attente, ã§a change... merci ã  l'ã©quipe !"
145,2027,temps-attente,trop de monde donc beaucoup d'attente. mais service correct.
146,643,temps-attente,attente 1h ã  1h30  l enfer
147,2388,temps-attente,clairement pas assez de personnes pour traiter les demandes des clients. j'ã©tais passez chez apple en face on m'a rã©pondu et j'ai pu acheter mon produit sans attendre. chez orange il y avait 17 personnes devant moi.
148,1551,temps-attente,beaucoup beaucoup de monde et donc d'attente. vendeurs sympathiques et compã©tents dans l'ensemble car certains sont plutã´t mal aimables
149,1855,emotion-ressenti,il sont trã¨s pro et agrã©able une bonne ã©quipe au service de la clientã¨le
150,1534,relation-commerciale,efficace. rapide.
151,262,relation-commerciale,(traduit par google) dã©sorganisã© et incapable de me proposer une recharge pour mon prã©payã© mobile. passã© 45 minutes en attente de parler ã  un vendeur qui ne pouvait pas m'aider avec ma requãªte  (original) disorganised and unable to offer me recharge for my pre pay mobile. spent 45 minutes waiting to talk to a sales man who couldn't help me with my query
152,31,emotion-ressenti,(traduit par google) service excellent. dedans et dehors!  (original) excellent service.  in and out!
153,13,problème-technique,"passage ã  la boutique orange des champs elysã©es, seule boutique apparemment ayant un service de dã©pannage de smartphones. prise en charge par un technicien souriant et aimable aprã¨s 5 mn d'attente, les rã©parations ont ã©tã© effectuã©es aprã¨s que les explications (claires et prã©cises) m'ont ã©tã© fournies. un seul regret : d'apprendre que si une rã©initialisation de mon tã©lã©phone avait dã» ãªtre faite, la sauvegarde de toutes mes donnã©es m'auraient coã»tã© 9,00 â¬ ttc. ce qui me choque ce n'est pas tant le faible montant de cette opã©ration, mais le fait que la fidã©litã© du client (prã¨s de 10 ans chez orange) ne compte pas... j'ai connu orange beaucoup plus attentif ã  sa clientã¨le que maintenant. restons positif pour cette opã©ration. 20 mn plus tard, tout ã©tait rã©glã©."
154,1496,relation-commerciale,"(traduit par google) j'ã©tais en tournã©e en europe pour quelques semaines et ma premiã¨re nuit ã©tait prã¨s du magasin orange. nous sommes allã©s lã -bas, ils m'ont aidã© ã  obtenir une carte sim en anglais pour environ 50 $ qui m'a couvert dans les 6 pays que j'ai traversã©. in and out rapidement! super pour avoir un service cellulaire avec internet pour nous aider ã  naviguer notre voyage en europe!  (original) i was touring europe for a couple weeks and my first night was near the orange store. walked down there, they helped me get a sim card in english for about $50 that covered me in all 6 countries i travelled through. in and out quickly! great to have cell service with internet to help us navigate our europe road trip!"
155,2451,accueil-politesse,les vendeurs et vendeuses passent le temps ã  discutã© de la pluie et du beau temps avec le client.
156,2255,problème-technique,"deplorable , service nul , accueil d un autre temps n ecoute pas son client ne comprends rien. de plus service commercial nul se trompe constement , m ont echange une mauvaise box  ce qui a pour consequence de bloquer 30 personnes au travail !!! je n ai jamais vu ca le directeur merite d etre limogã©. c est pas avec ce genre de service que la france va s en sortir on est reellement sur la mauvaise pente."
157,745,emotion-ressenti,excellent
158,2516,relation-commerciale,"en boutique et au 3900, j'ai ã©tã© trã¨s bien conseillã©e et guidã©e, les conseillers en boutique et techniciens tã©lã©phoniques sont serviables et trã¨s compã©tents. un grand bravo pour vos prestations !!"
159,184,nan,ask for rachida
160,720,cadre-atmosphère,bonne boutique
161,1374,temps-attente,le personnel est sympa..toujours du monde donc il faut prã©voir une attente..
162,629,accueil-politesse,"que dire de cet endroit... du personnel, il y en a. occupã© ã  quoi ? peut-ãªtre ã  vous faire poireauter messieurs mesdames, en paradant comme des coqs. il faut prendre rdv pour avoir un renseignement, ok pas de pb. je reviens, j'attend, d'autres attendent, la mine dã©confite. je demande ã  l'un d'entre eux, ã§a fait 3/4 d'heure qu'il est lã  ã  attendre. nous sommes jeudi matin je prã©cise. et avec tout ã§a, on vous fait bien sentir qu'il faut ãªtre bien sage et poli, personne n'ose protester...! si au moins c'ã©tait une piã¨ce de thã©ã¢tre, non, c'est du vã©cu !"
163,501,accueil-politesse,tres accueillant et competant
164,1972,accueil-politesse,trã¨s bon accueil !
165,1519,accueil-politesse,"trã¨s bon accueil.boubacar est compã©tent ,patient ,serviable .bravo"
166,2352,cadre-atmosphère,commerciales trã¨s serviables et ã  l'ã©coute. trã¨s belle boutique en passant
167,2342,problème-technique,prise en charge rapide et bons conseils
168,2632,emotion-ressenti,boutique ã  ã©viter!
169,475,temps-attente,beaucoup trop d attente
170,2627,emotion-ressenti,employã©s dã©plorables !
171,1494,accueil-politesse,"i used orange internet service for two months while i was living in paris. the english customer service is unfortunately very rude. if you don't have your account number ready or cannot quickly pull up your french number, they will get irritated and hang up. i've had several unpleasant conversations."
172,788,temps-attente,service beaucoup trop lent et incompã©tents
173,1746,emotion-ressenti,agrã©able et efficace je recommande
174,407,accueil-politesse,"trã¨s bonne accueil, et bien organisã©. on s'occupe rapidement de vous et les agents sont serviable."
175,2006,changement-opérateur,"trã¨s dã©ã§u par ce point de vente orange, enormement d'attente, pour parfois repartir sans avoir parlã© ã  un vendeur. de nombreux problã¨mes post visite du ã  des erreurs effectuã©es par les vendeurs (erreur volontaire de changement d'adresse, magouille sur le logiciel interne, le vendeur rempli les champs d'inscription ã  la vitesse de l'ã©claire sans prendre le temps de nous expliquer, puis constate avoir fait des erreurs, mais les laissent quand mãªme.. rã©sultat plusieurs semaines de retard sur commande, ou encore 3 jours sans carte sim aprã¨s une mauvaise manipulation d'un vendeur etc .. aucune empathie, on nous laisse avec notre problã¨me, client suivant !!"
176,1732,accueil-politesse,"fuyez cette boutique ! le personnel est incompã©tent, les clients ont l'impression de dã©ranger, on vous parle mal ! le directeur et le vendeur plus ã¢gã©e (barbe blanche) sont horribles ... ils n'ont pas envie de faire leur boulot et agressent les clients ! plus jamais !!!!!!"
177,1729,temps-attente,"c'est une bonne boutique accueillante , mais toujours trop de monde ! "
178,2458,emotion-ressenti,bon
179,368,relation-commerciale,the store not open on time like they wrote at the door.
180,1301,accueil-politesse,"trã¨s trã¨s bien accueillis. superbe boutique. des personnes y travaillant trã¨s professionnelles, accueillantes, gentilles, souriantes. trã¨s trã¨s bien !"
181,703,cadre-atmosphère,trop d'attente le concept du salon n'est guã¨re bien ã©tudiã© la copie du concept est ã  revoir
182,1931,emotion-ressenti,magasin refait a neuf mais.... vendeur dã©sagrã©able! j'ai jamais vu ã§a!  hautain et je m'en foutisme de l'extrãªme! on ne reviendra plus. super image d'orange ! si je pouvais mettre une note nã©gative je l'aurai fait! fuyez
183,1206,accueil-politesse,(traduit par google) les consultants ignorent ma visite ã  oranzh! dã©goã»tant.  (original) consultants ignore my visit to oranzh! disgustingly.
184,2433,relation-commerciale,"pongo una estrella porque no se puede poner menos. el personal no tiene ni idea de lo que tienen en la tienda, te dicen que solo hay un tamaã±o y habã­a dos, hasta se quedã³ cortado al darse cuenta. no tienen formaciã³n ninguna. hay 3 personas en la puerta que no se enteran de nada e ignoran las preguntas. llevamos 15 minutos esperando a por la persona que nos iba a resolver la duda y no volviã³."
185,2270,emotion-ressenti,top des boutiques orange
186,1390,accueil-politesse,"trã¨s bon service client, et le problã¨me a ã©tã© rã©solu rapidement. je recommende cette location ! / really good customer service, and my problem has been quickly resolved. i recommend this shop !"
187,2524,relation-commerciale,trã¨s professionnels .
188,1686,problème-technique,quand vous rentrer dans la boutique en expliquant que vous avez pas de prise tã©lã©phonique mais que vous pensez avoir la fibre et que vous voulez l'offre avec forfait portable au lieu de vous dire que votre bã¢timent n'est pas ã©ligible ã  la fibre il vous font le dossier et quand vous rentrez chez vous vous apercevez que c'est une box classique malheureusement vous avez signez et ãªtes obligã© d'attendre 1an pour rã©silier !!!! donc reflechissez bien avant d'aller la et quitte ã  faire rã©pã©ter et ouvrir la boite pour bien vã©rifier.
189,1556,emotion-ressenti,equipe de trã¨s pro
190,1313,accueil-politesse,"trã¨s bonne expã©rience dans cette boutique : problã¨me rã©solu instantanã©ment, vendeurs agrã©ables et proposition spontanã©e d'un tã©lã©phone pour remplacer celui que je m'ã©tais fait voler."
191,2058,accueil-politesse,accueil ã  revoir. 
192,1509,accueil-politesse,"ãpouvantable accueil, personnel ã  la limite de l'escroquerie... je recommande d'aller ã  la boutique orange de rã©publique."
193,845,relation-commerciale,"hallucinant un opã©rateur de tã©lã©phone qui n'a pas de numã©ro de tã©lã©phone ! pauvre monde le fric d'abord, le service ensuite"
194,1828,emotion-ressenti,superbe boutique. ãquipe jeune et dynamique.
195,1916,emotion-ressenti,super conseil rã©actif et efficace  merci ã  myriam ð
196,856,relation-commerciale,moins de choses que la boutique orange rã©publique. mais service ã©quivalent.
197,1688,accueil-politesse,aimables comme des portes de prison exceptã© le gentil barbu. on a franchement l'impression de gãªner leur partie de candycrush
198,1114,temps-attente,"une petite boutique, beaucoup de monde et pas beaucoup de personnel. ã eviter"
199,1902,nan,no comment
200,accueil,temps d'attente,nan
201,nan,relation commerciale,nan
202,nan,relation commerciale ,nan
203,accueil,problème technique,nan
204,relation commerciale,cadre,nan
205,accueil ,relation commerciale,nan
206,temps d'attente,accueil,nan
207,changement d'opérateur,accueil,nan
208,accueil,relation commerciale ,nan
209,nan,cadre,nan
210,nan,relation commerciale ,nan
211,nan,accueil,nan
212,nan,accueil ,nan
213,nan,accueil,nan
214,accueil,temps d'attente,nan
215,nan,relation commerciale,nan
216,accueil,temps d'attente,nan
217,nan,relation commerciale,nan
218,nan,temps d'attente,nan
219,nan,emotion ,nan
220,nan,nan,nan
221,nan,accueil,nan
222,nan,cadre,nan
223,nan,relation commerciale,nan
224,nan,temps d'attente,nan
225,nan,accueil ,nan
226,nan,accueil,nan
227,nan,accueil,nan
228,nan,changement d'opérateur,nan
229,nan,accueil,nan
230,relation commerciale,accueil ,nan
231,nan,relation commerciale,nan
232,nan,accueil,nan
233,nan,accueil,nan
234,nan,accueil,nan
235,nan,accueil,nan
236,temps d'attente,accueil,nan
237,accueil,cadre,nan
238,nan,nan,nan
239,temps d'attente,accueil,nan
240,nan,accueil,nan
241,accueil,temps d'attente,nan
242,nan,accueil,nan
243,temps d'attente,acceuil,nan
244,relation commerciale,accueil,temps d'attente
245,nan,relation commerciale,nan
246,nan,relation commerciale,nan
247,nan,nan,nan
248,accueil,temps d'attente,nan
249,accueil,temps d'attente,nan
250,nan,accueil,nan
251,accueil,temps d'attente,nan
252,nan,temps d'attente,nan
253,nan,nan,nan
254,nan,emotion ,nan
255,nan,accueil,nan
256,temps d'attente,accueil,nan
257,nan,problème technique,nan
258,nan,accueil,nan
259,nan,accueil,nan
260,nan,accueil,nan
261,nan,accueil,nan
262,nan,relation commerciale,nan
263,nan,accueil,nan
264,nan,accueil,nan
265,nan,accueil,nan
266,problème technique,temps d'attente,nan
267,nan,accueil,nan
268,nan,relation commerciale,nan
269,nan,emotion ,nan
270,nan,problème technique,nan
271,nan,accueil,nan
272,nan,relation commerciale,nan
273,nan,accueil,nan
274,accueil,cadre,nan
275,accueil,temps d'attente,relation commerciale
276,nan,relation commerciale,nan
277,relation commerciale,temps d'attente,nan
278,nan,emotion ,nan
279,nan,accueil,nan
280,nan,emotion ,nan
281,nan,accueil,nan
282,nan,relation commerciale,nan
283,nan,emotion ,nan
284,nan,relation commerciale,nan
285,nan,accueil,nan
286,nan,relation commerciale,nan
287,nan,problème technique,nan
288,nan,nan,nan
289,nan,accueil,nan
290,relation commerciale,problème technique,nan
291,nan,accueil,nan
292,nan,emotion ,nan
293,nan,temps d'attente,nan
294,problème technique,accueil,nan
295,temps d'attente,accueil,nan
296,nan,accueil,nan
297,relation commerciale,accueil,nan
298,nan,accueil,nan
299,nan,accueil,nan
300,2621,accueil / politesse,'employés payés à être désagréables et incompétents qui n''ont aucune envie d''aider leurs clients à résoudre leurs problèmes. forfait résilié. '
301,1183,relation commercial,"'aujourd''hui, très bon conseiller/vendeur, florian, efficace... en général, peu d''attente et conseillers professionnels...'"
302,50,relation commercial,je confirme tous les avis négatifs déjà laissés par les autres internautes. service peu agréable et qui invente des règles douteuses (le permis de conduire non accepté comme pièce d’identité...).
303,12,'temps d''attente','(traduit par google) attendu dans une file d''attente de 30 minutes que les employés me disent qu''ils ne vendent qu''un seul forfait mobile trop cher de 20 go de données pour 50 euros. ils n''offrent rien d''autre. un petit.  (original) waited in a 30 minute line for the employees to tell me that they only sell one overpriced mobile plan of 20gb of data for 50 euro. they do not offer anything else. a petty.'
304,133,accueil / politesse,excellent accueil. belle et grande boutique
305,884,relation commercial,(traduit par google) nous avons obtenu un excellent service!  (original) we got excellent service!
306,1007,accueil / politesse,'la personne qui m''a accueillie etais agréable et la personne qui s''est occupé de moi efficace'
307,1576,relation commercial,les conseillers ne parlent avec aucun professionnalisme. ne répondent pas aux attentes et ne sont capable de rien selon eux.  je recommande pas du tout cette boutique !  il vaut aller directement à opéra.
308,700,emotion / ressenti,je déconseille complètement.
309,1436,emotion / ressenti,très bonne boutique je viendrais acheté mon téléphone ici en février
310,118,relation commercial,(traduit par google) le pire service jamais ... !!!  (original) worst service ever...!!!
311,2531,relation commercial,très moyen implication du conseiller orange voir inexistante
312,2099,relation commercial,service client nul.fait perdre du temps à ses clients.
313,2150,cadre / atmosphère,cadre exceptionnel
314,2324,accueil / politesse,"'pas très bien reçu avec le sentiment d''avoir été pris de haut par la personne qui m''a conseillé (et qui ne m''a pas fourni de solution par ailleurs). mis à part cette expérience moyenne, cette boutique est très bien présentée et l''accueil des clients me semble organisé correctement.'"
315,178,relation commercial,tres bien accueillie par mlle ines et tres bien servi par mr thomas
316,49,accueil / politesse,pas aimable et on attend longtemps .
317,2057,accueil / politesse,"'accueil inexistant, vendeuse désagréable au possible et incompétente. aucunes solutions proposées pour répondre à mon problème. passez votre chemin c''est pathétique d''avoir une expérience client aussi pauvre en 2017 ...'"
318,1764,'temps d''attente','horrible... temps d''attente digne d''un film d''horreur.. c''est à dire sans fin...de plus il y a deux agents de sécurité... pour faire quoi ? recrutez du personnel à la place ça sera plus judicieux.'
319,1622,relation commercial,"'""vendeur fort """"sympathique"""" qui vous explique que le téléphone que vous souhaitez (s8 samsung en promo) est plus ou moins disponible selon que vous prenez des accessoires ou pas?!! compte tenu du prix desdits accessoires (jusqu''à 30% du prix du tel) j''indique que seul le téléphone m''intéresse et oh miracle le vendeur me signifie qu''il n''y en a plus... """"il en reste un seul pour lui, me dit il en me montrant un boite neuve, qu''il n''a d''ailleurs pas le droit de se vendre""""!! comprenne qui pourra mais bonjour le service  orange pour ses fidèles clients. de quoi méditer sur les changements d''opérateur. a bon  entendeur....""'"
320,2060,relation commercial,très peu de services disponibles
321,1976,relation commercial,très bien rapide et de bon conseils merci
322,1809,problème technique,'ils n''ont pas voulut convertir une micro sim en nano sim'
323,34,'temps d''attente',"'(traduit par google) j''attendais de suite une personne qui achète une carte sim, alors après 20 minutes, j''ai entendu dire qu''il n''y avait que 40 euros et pas 20 euros de service très médiocre  (original) 심카드 살 사람 한줄로 대기하래서 20분 대기 후에 40유로 짜리밖에 없고 20유로는 없다고 들었네요 very poor service'"
324,813,nan,내가 아무리 영어로 물어도 오로지 프랑스어만을 고수했지만 유심처리는 잘해준다
325,1076,'changement d''opérateur',"'""agence a fuir absolument.  le personnel, y compris la manager , et notamment un jeune homme, est hautain et méprisant à l''égard des clients. quant à prendre en compte les soucis rencontrés par les clients il n''y aucun sens commercial dans cette agence. je suis restée dans l''agence 40 minutes au téléphone avec le service commercial car le jeune homme ci-dessus nommé m''a dit d''un ton méprisant qu''il ne pouvait pas traiter ma question et que ce n''était pas à lui de contacter le service commercial. le service d''orange, au siège, était outré par cette attitude. allez à l''agence de la rue du commerce, vous verrez la différence. personnel courtois, aimable et respectant la clientèle'"
326,2386,problème technique,"pendant trois semaines ligne ça marche pas...( internet maison. téléphone fixe. 4 numéro de téléphone portable)  je pense que nous avons des raisons tout pour apporter une action à votre entreprise...   votre entreprise dispose de tous les documents pour la procédure de connexion...  la raison de l’absence de connexion, que nous ne comprenons pas....   votre société porte atteinte à nos droits, les droits des consommateurs..."
327,243,relation commercial,(traduit par google) personnel très serviable qui sait de quoi ils parlent. bons produits et service.  (original) very helpful staff who know what they are talking about. good products and service.
328,1158,accueil / politesse,'vendeur peu agréable.  pas de chance la dame qui m''a pris mon abonnement il y a 3 mois était absente.'
329,1607,accueil / politesse,"'ce  matin,  je  suis  venu  dans  cette  agence  parce  que  j''  ai  été  extrêmement  mal  reçu  par  un  vendeur  dont  le  poste  était  situé   à  gauche  de  l''  entrée.  je  suis  resté  respectueux  et  avec  un ton  de  voix  bas   devant ses  hurlements:  ce  vendeur  a   été  très  irrespectueux  envers  moi:  il  m''  a  dit  qu''  il  ne pouvait  pas  changer  ma  carte  sim  orange  parce  que  j''  avais  un  forfait  sosh,  que  j''  avais   un  forfait donc  low  cost,  avec  un  ton  accusateur:  que  je savais  très  bien   que  je  ne  pouvais  donc  pas changer  ma  carte sim orange (qui  si  je  ne  me  trompe  est  une  filiale  d''  orange).  pour  finir  il  m''  a dit  que   je n''  avais     qu''  à prendre  un  forfait  orange  à  35  eu:  donc,  pour  lui,  je   suis   le   seul    fautif  à  avoir un  forfait  chez  sosh: j''  ai  une   adresse   email   chez  orange  mais  à  présent,  je  pense  à  changer  d''  opérateur mail et téléphone  et   croyez  moi,  effectivement,  vous    ne risquez  plus  de  me  voir dans  une de vos agences'"
330,1415,'temps d''attente',"'un peu moins 1h d''attente, qui ont succédé à 2h45 à bien expliquer au commercial mes besoins et ce que je cherchais.  j''avais apporté tous les documents nécessaires à mon adhésion chez orange.   le commercial s''est trompé de numéro pour ma portabilité. il m''avait annoncé et promis une réduction promotionnelle sur mes abonnements téléphonique, internet et télévision.   résultat aucune réduction, j''ai dû tout payer plein pot. le service commercial qui m''a rappelé 2 mois plus tard, m''a indiquer que finalement je ne correspondait à aucune des cases de validation des promotions indiqué en boutique.  par exemple, la promotion sur internet ne valait que pour la fibre. or il n''y avait pas de fibre à l''époque dans mon immeuble ce que j''avais pris les 2h45 pour bien expliquer au commercial en boutique.  le réseau orange fonctionne bien, contrairement à mon ancien prestataire f***. par contre mentir ouvertement au client pour les forcer à prendre telle ou telle offre, c''est juste limite !!!'"
331,1696,'temps d''attente',"'45 minutes d''attente pour un renseignement! pas pressé de servir les clients. accueil de m****, vendeur incompétent, au final jai trouvé la solution a mon problème sur internet via un forum orange !! (comment configurer mon hotspot wifi)'"
332,1990,relation commercial,conseillé menteur et totalement incompétent
333,120,'temps d''attente',45 mn de retard a l ouverture ....
334,1774,accueil / politesse,une employee détestables et impolie heureusement le reste du personnel rattrape cette sale bonne femme
335,248,accueil / politesse,"'j''y suis allé pour prendre un forfait internet +portable, car nous avions déjà un abonnement fibre orange, nous avons été très bien reçus par le conseillé qui nous a même offert un café, puis nous avons vus avec un de ces collègues pour orange bank, là encore nous avons été très bien accueilli. je recommande vivement cette boutique orange car ce sont des pros qui sont réellement à l''écoute des clients'"
336,1403,cadre / atmosphère,"'belle boutique,du choix,salon d''attente pratique,le système de file d''attente est simple'"
337,2561,relation commercial,"'si je pouvais mettre 0 étoile je le ferais, 25 ans que ma mère est chez orange, payant 110euros par mois, et orange n''est pas capable de vendre un téléphone avec une procuration et une copie de la pièce d''identité. scandaleux.'"
338,1252,accueil / politesse,"'""prise en charge rapide mais impression de déranger alors que je demandais à devenir cliente orange, ouverture d''une nouvelle ligne. la personne qui m''a expédiée nous a fait comprendre que c''était compliqué. j''avais les papiers justificatifs demandés mais non imprimés et le """"vendeur"""" n''a pas semblé vouloir m''aider à imprimer tous ces documents, bien que je doute que le magasin ne dispose d''aucune imprimante, ni m''indiquer un centre d''impression à proximité. vous perdez une cliente potentielle au final bravo orange..""'"
339,2365,emotion / ressenti,excellent
340,679,problème technique,"'a première vue très bonne prise en charge du client, bonnes explications, etc... ce n''est qu''un an et demi après avoir souscrit une assurance mobile dans cette boutique que je me suis aperçue que le vendeur avait rempli mon contrat avec de nombreux éléments manquants ce qui m''a donc empêché de bénéficier de cette assurance que j''ai pourtant payé pendant tout ce temps. en effet, celui-ci à bien mis mon nom dans la partie de l''adhérent mais n''a même pas pris la peine de l''écrire entièrement dans la partie du bénéficiaire (il a seulement mit la première lettre). ainsi, chaque mois un montant était débité sur mon compte pour une prestation dont je n''aurai jamais pu bénéficier.  un conseil : lisez bien chaque ligne des contrats que vous souscrivez dans cette boutique (quite à ce que cela leur fasse perdre 15minutes). ces vendeurs doivent prendre en charge le plus de clients possible et c''est pour cela qu''ils bâclent leur travail.'"
341,2624,relation commercial,"'c''est orange, on à toujours l''impression d''avoir affaire à des fonctionnaires...'"
342,981,accueil / politesse,'accueil rapide et vendeurs à l''écoute.'
343,195,relation commercial,"'fortement déçu. après plusieurs années, la qualité et le choix dans la boutique n''est plus le même. dommage.'"
344,1162,nan,ver bien los precios
345,610,accueil / politesse,"à éviter. personnel audieux et incompétent, accueil catastrophe. énervement ne sert à rien car..."
346,747,'temps d''attente',attente longue
347,125,accueil / politesse,très bon accueil
348,1338,accueil / politesse,"'vraiment très bonne boutique. personnel nombreux, rapide, aimable, compétent. une mention particulière à denis de l''accueil et à béatrice qui a été mon interlocutrice.  problème résolu. je recommande !'"
349,907,accueil / politesse,"accueil désagréable, pas de solutions / offres pour les touristes. très déçue. je suis allée chez bouygues juste à côté et c’était beaucoup mieux."
350,933,'temps d''attente',très  bonne expérience  peu d attente  personnel  à  l écoute
351,139,cadre / atmosphère,(traduit par google) belle boutique personnel serviable  (original) nice store helpful staff
352,1300,relation commercial,"'n''ayant plus de connection orange chez moi depuis plusieurs jours suite à un problème technique venant d''orange, il m''a été proposé une cle 4g le temps du dépannage à retirer dans toute boutique orange. arrivé à 19h34 alors que la boutique orange les halles ferme à 20h00, on a refusé de me servir car la caisse était déjà fermée. merci de bien vouloir signaler sur votre site que vous ne prenez plus de clients 30 minutes avant la fermeture'"
353,295,cadre / atmosphère,"'belle boutique confortable... au standing du quartier, mais surtout amabilité et compétence des conseillers (patrick), même si l''on doit attendre un peu pour être reçu. je recommande.'"
354,2529,'temps d''attente',service trop long.
355,2613,emotion / ressenti,nuls
356,160,emotion / ressenti,the guys help me very fast and the place was very clean.
357,1355,accueil / politesse,"'nul, la  personne qui m''a reçu était très désagréable'"
358,324,nan,caríssimos os produtos. não vá aí!!!
359,2639,relation commercial,très bon vendeur !
360,799,problème technique,'ma demande (un changement de box consécutif à un changement d''offre fibre) a été traitée assez rapidement et avec amabilité. l''accueil pourrait gagner en clarté en indiquant sur place : - les services réalisables exclusivement par internet ou téléphone '
361,1936,problème technique,"'ce samedi matin,je suis passée retirer ma box car je suis assistante éducation palaiseau et ne peut être disponible en semaine.  mais hélas, le black à la caisse m''a jeté dehors mon tort: avoir demandé de voir ds mon dossier s''il  peut me confirmer le passage du technicien. il a refusé de consulter mon dossier et est rentré ds une noire colère et j''ai quitté la boutique.'"
362,2413,cadre / atmosphère,très belle boutique. rien de particulier à signaler !
363,2083,cadre / atmosphère,tres jolie boutique !
364,504,accueil / politesse,personnel peu aimable et sans doute pas très compétant  ...
365,2133,'changement d''opérateur',"nul! pas commercial ,cher!!changement immédiat  opérateur .  je suis chez bouygues  maintenant ."
366,1614,accueil / politesse,toujours a la écoute des problèmes . sympa
367,221,accueil / politesse,le magasin est très agréable très grand et propose un choix conséquent de produits et de solution il est juste dommage que vous sentiez que les conseillers soit poussé à tenter de vendre un abonnement mobile
368,2232,problème technique,'j''ai acheté un téléphone et j''ai demandé à la personne de le transférer les photos mais cette manipulation n''a pas été faite correctement suis très en colère car je tenais beaucoup à ses photos et je ne pourrait  plus jamais avoir de photo de cette personne car décédé je ne vous remercie pas cette personne avait 30 ans'
369,1314,accueil / politesse,"un accueil exécrable, fuyez ce point de vente"
370,2256,problème technique,"'(traduit par google) vente trompeuse! j''ai acheté une carte sim prépayée à utiliser pendant mes vacances en europe. j''ai demandé au préposé combien de temps durerait le crédit et il m''a répondu qu''il durerait six mois. après avoir quitté le magasin, j''ai reçu un message m''informant que je devrais l''utiliser jusqu''au 22/04 (dans deux semaines). quand je suis revenu pour clarifier, je n’étais pas bien traité et il semble que personne ne s’inquiète de mes questions et de mon problème.  (original) misleading selling!  i bought a prepaid sim card to use during my vacation time in europe. i asked the attendant how long the credit would last and he answered it would last six months.  after leaving the store i got a message saying that i should use it until 22/04 (two weeks from now). when i came back to clarify, i wasn’t well treated and seems that no one was worried about my questions and problem.'"
371,756,emotion / ressenti,'a l''écoute..'
372,1186,emotion / ressenti,efficace
373,366,accueil / politesse,'très bien accueillie et commercial à l''écoute'
374,2502,relation commercial,'accueil bien pensé qualité d''écoute propositions adaptee'
375,1269,accueil / politesse,"'""accueil lamentable. personnel totalement incompétent. la culture client est totalement absente. pas un sourire, les """"commerciaux"""" vont parlent très mal, je me suis fais insulter par le manager un certain laurent haziza. je vous déconseille fortement cette agence. apparemment selon leurs dires """" le client n''est pas roi ici monsieur"""". j''ai été ravi de l''apprendre. expérience cliente désastreuse...""'"
376,2470,cadre / atmosphère,"'pas terrible : beaucoup de monde, pas assez de personnel, peu d''attention.'"
377,1792,'temps d''attente',"'un temps d''attente inadmissible, un personnel peu souriant, peu serviable et à la limite se moquant totalement de vos problèmes. opérateur à éviter.'"
378,676,accueil / politesse,accueil pressé. pas évident obtenir des renseignements.
379,568,accueil / politesse,"'a fuire !  accueil pas clair, désorganisés, lents, ils reçoivent les gens dans le désordre le plus total ! résultat : plus d''une 1/2h d''attente ! '"
380,152,relation commercial,(traduit par google) très serviable et un service rapide  (original) very helpful and fast service
381,2111,relation commercial,"mal reçu, et il faut payer 9 euros supplémentaire pour acheter un smartphone seul"
382,343,cadre / atmosphère,'grande et jolie boutique avec vendeurs qui vous montrent bien qu''ils vous serviront quand l''envie viendra. cette boutique me fait penser à un magnifique gâteau au goût horrible. les petites boutiques plus simples ont des vendeurs plus compétents et mieux renseignés sur les offres et produits.'
383,2387,'temps d''attente',"lamentable, 45 min d’attente un jeudi matin, 3 fois plus de vendeurs (qui brassent de l’air) que de clients, un enregistrement sur la borne à l’entrée qui aurait « buggé » selon la personne au welcome. bref, reparti sans le moindre service fourni ni d’explications quant à la nullité du fonctionnement (?!) de la prise en charge. bougez-vous et faites votre boulot !"
384,1840,accueil / politesse,"'un opérateur qui a pignon sur rue, cela compte même si les conseillers ne sont pas toujours à la hauteur,  c''est à dire au niveau du néophyte.....'"
385,661,problème technique,selon la personne qui vous reçoit votre problème sera resolu ou vous etes renvoye chez vous et vers le service commercial super surtout lorsque cela est un problème recurant
386,1912,emotion / ressenti,(traduit par google) bon service  (original) bom atendimento
387,433,mauvais service client,'le même produit (téléphone mobile) coute 100 €  plus cher quand vous êtes en business orange (pro). une bonne blague car l''abonnement pro coûte en plus plus cher. aucune marge de souplesse chez les vendeurs. lamentable !'
388,616,relation commercial,aucuns professionnalismes
389,1626,'temps d''attente','personnel aidant et aimable mais un peu d''attente à prévoir'
390,307,cadre / atmosphère,grande boutique orange avec beaucoup de choix les vendeurs sont qualifiés et ne forcent pas à la vente accessible aux personnes en fauteuil roulant
391,752,'temps d''attente',toujours blindé de monde. mal géré. pour un simple échange de matériel ça prend plus 1h . à éviter
392,2005,'temps d''attente',rapide / sérieux
